,occupancy,listing_count,availability_90,num_reviews,num_bath,num_bed,num_bedroom,min_nights,room_type,property_type,bathroom_type,has_about,has_neighborhood_overview,account_age,has_profile_pic,identity_verified,is_superhost,instant_bookable,neighbourhood
1125,2,2,88,319,1.0,2.0,1.0,1,Private room,apartment,regular,1,1,5,1,1,1,0,Central & Western
1127,2,4,65,1,1.5,2.0,1.0,1,Entire home/apt,Entire apartment,regular,1,1,4,1,1,1,0,Yuen Long
1128,2,3,82,60,1.0,1.0,1.0,1,Private room,apartment,regular,1,1,2,1,0,0,0,Islands
1129,2,13,10,0,1.0,1.0,1.0,2,Entire home/apt,Entire apartment,regular,1,1,5,1,1,0,0,Central & Western
1130,2,16,60,21,1.0,1.0,1.0,2,Entire home/apt,Entire apartment,regular,1,1,6,1,1,0,0,Sham Shui Po
1131,2,1,72,128,1.0,2.0,1.0,1,Entire home/apt,Entire condominium,regular,1,1,8,1,0,0,1,Islands
1133,2,3,87,1,1.0,2.0,2.0,3,Private room,apartment,regular,1,1,2,1,0,0,1,Tuen Mun
1134,2,6,71,15,1.0,1.0,1.0,28,Entire home/apt,Entire apartment,regular,1,1,4,1,0,0,0,Sham Shui Po
1135,2,16,90,25,1.0,2.0,1.0,1,Hotel room,bed and breakfast,regular,1,1,4,1,0,0,1,Yau Tsim Mong
1136,2,1,0,1,1.0,2.0,1.0,5,Entire home/apt,Entire apartment,regular,1,1,3,1,0,0,0,Southern
1137,2,0,90,0,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,1,1,0,1,0,0,1,Sai Kung
1138,2,3,0,3,1.5,1.0,2.0,1,Private room,guest suite,regular,1,1,4,1,0,1,1,Yau Tsim Mong
1140,2,8,81,1,1.0,1.0,2.0,6,Private room,guest suite,regular,1,1,6,1,1,0,1,Wan Chai
1142,2,1,49,24,1.0,1.0,1.0,2,Entire home/apt,Entire apartment,regular,1,1,4,1,1,0,1,Central & Western
1143,2,14,90,7,1.0,2.0,1.0,28,Entire home/apt,Entire apartment,regular,1,1,7,1,1,0,0,Yau Tsim Mong
1144,2,9,0,0,1.0,1.0,1.0,1,Private room,apartment,regular,1,1,5,1,1,0,0,Yau Tsim Mong
1145,2,14,89,4,1.5,0.0,1.0,1,Private room,hut,regular,1,1,7,1,1,0,0,Yau Tsim Mong
1146,2,4,90,0,1.5,2.0,1.0,1,Private room,guest suite,regular,1,1,1,1,1,0,1,Kowloon City
1147,2,3,81,0,1.0,0.0,1.0,1,Entire home/apt,aparthotel,regular,1,1,1,1,1,0,0,Tsuen Wan
1150,2,2,88,0,1.0,1.0,1.0,1,Private room,condominium,regular,1,1,4,1,1,0,0,Yuen Long
1151,2,2,34,1,1.0,1.0,1.0,1,Entire home/apt,Entire house,regular,1,1,1,1,1,0,1,North
1152,2,6,90,0,1.0,1.0,1.0,1,Private room,hostel,regular,1,1,2,1,1,0,1,Yau Tsim Mong
1153,2,2,90,0,1.0,2.0,1.0,1,Hotel room,casa particular,regular,1,1,2,1,1,0,1,Yau Tsim Mong
1154,2,3,86,3,2.0,1.0,1.0,1,Hotel room,hotel,regular,0,0,2,1,0,0,1,Yau Tsim Mong
1155,2,5,77,2,1.0,1.0,1.0,1,Private room,apartment,regular,0,0,5,1,1,0,0,Yau Tsim Mong
1156,2,0,90,0,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,0,0,0,1,0,0,1,Sham Shui Po
1157,2,7,90,127,1.5,1.0,1.0,1,Private room,apartment,regular,0,0,8,1,1,1,0,Yau Tsim Mong
1158,2,2,83,60,1.0,1.0,1.0,2,Entire home/apt,Entire apartment,regular,0,0,7,1,1,0,0,Central & Western
1161,2,8,80,135,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,0,0,2,1,1,1,0,North
1162,2,0,90,0,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,0,0,0,1,0,0,1,Tuen Mun
1164,2,1,90,25,0.5,1.0,1.0,90,Entire home/apt,Entire apartment,regular,0,0,3,1,0,0,0,Sham Shui Po
1165,2,3,90,0,1.0,1.0,1.0,90,Entire home/apt,Entire condominium,regular,0,0,4,1,0,0,1,Wan Chai
1167,2,5,90,12,1.0,1.0,1.0,1,Private room,apartment,regular,0,0,5,1,1,0,0,Yau Tsim Mong
1168,2,2,0,5,1.0,1.0,1.0,7,Entire home/apt,Entire apartment,regular,0,1,7,1,0,0,0,Central & Western
1169,2,1,87,2,1.0,1.0,1.0,2,Entire home/apt,Entire apartment,regular,0,1,1,1,0,0,0,Wan Chai
1170,2,3,90,1,1.0,1.0,1.0,366,Entire home/apt,Entire apartment,regular,0,1,4,1,1,0,0,North
1171,2,1,89,1,1.5,2.0,1.0,1,Private room,serviced apartment,regular,0,1,2,1,0,0,1,Yau Tsim Mong
1173,2,3,75,7,1.0,1.0,1.0,2,Entire home/apt,Entire condominium,regular,0,1,4,1,0,1,0,Wan Chai
1174,2,3,58,75,1.0,1.0,1.0,2,Entire home/apt,Entire guest suite,regular,0,1,4,1,0,1,0,Wan Chai
1175,2,3,61,12,1.0,1.0,1.0,5,Entire home/apt,Entire apartment,regular,0,1,4,1,1,0,1,Wan Chai
1176,2,0,90,0,1.0,2.0,1.0,1,Private room,apartment,regular,0,1,5,1,1,0,0,Yau Tsim Mong
1178,2,1,37,7,1.0,1.0,1.0,4,Entire home/apt,Entire apartment,regular,0,1,7,1,1,0,0,Central & Western
1179,2,2,1,14,1.0,1.0,1.0,3,Entire home/apt,Entire apartment,regular,0,1,6,1,1,0,1,Central & Western
1180,2,2,22,124,1.5,1.0,1.0,1,Private room,guesthouse,regular,0,1,4,1,1,0,1,Sham Shui Po
1181,2,18,0,73,1.0,2.0,1.0,1,Private room,apartment,regular,0,1,4,1,1,1,1,Yau Tsim Mong
1183,2,0,87,6,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,0,1,0,1,1,1,1,North
1184,2,4,90,52,1.0,1.0,1.0,14,Private room,house,regular,0,1,5,1,1,0,0,Sai Kung
1187,2,1,90,163,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,0,1,3,1,1,0,0,Yau Tsim Mong
1188,2,1,63,8,1.5,1.0,1.0,1,Entire home/apt,Entire apartment,regular,0,1,5,1,1,0,0,Central & Western
1189,2,1,53,67,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,0,1,9,1,1,1,0,Islands
1191,2,1,11,23,1.0,1.0,1.0,7,Entire home/apt,Entire apartment,regular,0,1,4,1,0,1,0,Central & Western
1192,2,1,0,11,1.5,1.0,1.0,1,Private room,apartment,regular,0,1,2,1,1,1,0,Yuen Long
1194,2,1,80,75,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,0,1,4,1,1,0,0,Islands
1195,2,2,1,13,1.0,1.0,1.0,2,Entire home/apt,Entire apartment,regular,0,1,2,1,1,1,0,Islands
1198,2,9,0,28,1.0,1.0,1.0,1,Private room,guesthouse,regular,0,1,1,1,0,0,1,Yau Tsim Mong
1199,2,1,70,11,1.0,1.0,2.0,1,Entire home/apt,Entire apartment,regular,0,1,0,1,0,0,0,Islands
1201,2,8,28,49,1.0,1.0,1.0,30,Entire home/apt,Entire house,regular,0,1,2,1,1,1,1,North
1202,2,30,78,76,1.5,1.0,1.0,7,Private room,loft,regular,0,1,5,1,1,0,1,Yau Tsim Mong
1203,2,1,73,0,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,0,1,1,1,0,0,0,Central & Western
1204,2,1,90,5,1.0,1.0,1.0,100,Entire home/apt,Entire apartment,regular,0,1,3,1,0,0,0,Sham Shui Po
1205,2,1,9,1,1.5,0.0,1.0,5,Entire home/apt,Entire apartment,regular,0,1,4,1,0,0,1,Islands
1206,2,20,180,15,6.0,5.0,2.0,2,Shared room,hostel,regular,0,1,2,1,1,0,1,Wan Chai
1208,2,6,86,7,1.0,2.0,1.0,1,Entire home/apt,Entire apartment,regular,1,0,4,1,0,0,0,Yau Tsim Mong
1209,2,44,90,23,1.0,2.0,1.0,1,Private room,house,regular,1,0,6,1,0,0,0,Yau Tsim Mong
1210,2,44,90,113,1.0,1.0,1.0,1,Private room,boutique hotel,regular,1,0,6,1,0,0,0,Yau Tsim Mong
1211,2,2,89,0,1.0,2.0,1.0,30,Hotel room,boutique hotel,regular,1,0,1,1,1,0,0,Kowloon City
1212,2,3,82,2,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,1,0,1,1,1,0,1,North
1213,2,12,100,1,2.0,13.0,2.0,2,Hotel room,hostel,regular,1,0,8,1,1,0,1,Wan Chai
1214,2,27,0,0,1.0,1.0,1.0,1,Private room,apartment,regular,1,0,6,1,1,0,1,Yau Tsim Mong
1215,2,1,46,118,1.5,1.0,1.0,1,Private room,house,regular,1,0,5,1,1,1,0,North
1216,2,5,82,1,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,1,0,1,1,1,1,1,North
1217,2,2,15,2,1.0,1.0,1.0,5,Entire home/apt,Entire apartment,regular,1,0,8,1,1,0,0,Wan Chai
1218,2,17,89,24,1.0,2.0,1.0,1,Entire home/apt,Entire apartment,regular,1,0,8,1,1,0,0,Yau Tsim Mong
1219,2,3,81,14,1.0,1.0,1.0,28,Entire home/apt,Entire apartment,regular,1,0,7,1,1,0,0,Central & Western
1221,2,386,89,0,1.0,1.0,1.0,29,Private room,condominium,regular,1,0,7,1,0,1,0,Wan Chai
1222,2,7,0,37,3.0,1.0,1.0,3,Private room,hostel,regular,1,0,9,1,1,1,0,Yau Tsim Mong
1223,2,1,90,148,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,1,0,3,1,1,0,0,Yau Tsim Mong
1225,2,6,4,7,1.5,1.0,1.0,1,Entire home/apt,Entire cottage,regular,1,0,4,1,1,0,1,Islands
1226,2,9,80,91,1.0,1.0,1.0,1,Private room,hostel,regular,1,0,6,1,1,0,0,Yau Tsim Mong
1227,2,13,0,0,1.0,2.0,1.0,2,Entire home/apt,Entire condominium,regular,1,0,5,1,1,0,0,Yau Tsim Mong
1228,2,13,0,11,1.5,1.0,1.0,3,Private room,condominium,regular,1,0,5,1,1,0,0,Yau Tsim Mong
1229,2,8,21,157,1.0,1.0,1.0,7,Entire home/apt,Entire condominium,regular,1,0,5,1,1,1,0,Wan Chai
1234,2,8,88,0,1.0,2.0,1.0,1,Entire home/apt,Entire condominium,regular,1,0,3,1,1,0,1,Yuen Long
1235,2,6,77,23,2.0,1.0,1.0,28,Entire home/apt,Entire apartment,regular,1,0,4,1,0,0,0,Sham Shui Po
1236,2,0,90,0,1.0,1.0,1.0,30,Entire home/apt,Entire apartment,regular,1,0,8,1,0,0,0,Kowloon City
1237,2,8,180,8,2.0,2.0,2.0,3,Private room,apartment,regular,1,0,16,1,1,0,0,Eastern
1238,2,3,66,0,1.0,2.0,1.0,1,Entire home/apt,Entire apartment,regular,1,0,2,1,1,0,0,North
1241,2,2,0,5,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,1,1,5,1,0,0,0,Wan Chai
1242,2,1,90,17,1.0,1.0,1.0,1,Private room,apartment,regular,1,1,9,1,1,0,0,Yau Tsim Mong
1243,2,1,0,29,1.0,1.0,1.0,3,Entire home/apt,Entire condominium,regular,1,1,5,1,1,0,0,Islands
1244,2,1,35,11,1.0,1.0,1.0,2,Entire home/apt,Entire apartment,regular,1,1,4,1,1,0,0,Islands
1245,2,2,1,20,1.0,2.0,1.0,1,Entire home/apt,Entire apartment,regular,1,1,6,1,0,0,0,Central & Western
1246,2,1,0,219,1.5,1.0,1.0,1,Private room,apartment,regular,1,1,5,1,0,0,0,Islands
1249,2,0,89,10,1.0,2.0,1.0,2,Entire home/apt,Entire guest suite,regular,1,1,4,1,0,1,0,Kowloon City
1252,2,14,89,48,1.0,1.0,1.0,1,Private room,guesthouse,regular,1,1,5,1,1,0,0,Yau Tsim Mong
1253,2,2,90,2,1.0,1.0,1.0,1,Hotel room,boutique hotel,regular,1,1,1,1,1,0,0,Sham Shui Po
1254,2,2,53,29,1.0,2.0,1.0,3,Entire home/apt,Entire apartment,regular,1,1,5,1,1,0,0,Central & Western
1255,2,4,11,4,1.0,1.0,1.0,3,Entire home/apt,Entire loft,regular,1,1,6,1,1,0,0,Southern
1257,2,2,89,3,1.5,1.0,1.0,1,Shared room,apartment,regular,1,1,1,1,1,0,0,Yuen Long
1258,2,1,58,123,1.0,1.0,1.0,2,Entire home/apt,Entire condominium,regular,1,1,9,1,1,0,1,Central & Western
1259,2,9,90,0,1.5,1.0,1.0,90,Entire home/apt,Entire house,regular,1,1,1,1,1,0,1,North
1260,2,1,85,43,1.5,1.0,1.0,1,Entire home/apt,Entire house,regular,1,1,4,1,1,0,1,Sai Kung
1261,2,17,90,53,1.0,1.0,1.0,1,Hotel room,hotel,regular,1,1,4,1,1,0,1,Yau Tsim Mong
1264,2,6,86,35,1.0,1.0,1.0,2,Hotel room,hotel,regular,1,1,3,1,1,0,1,Central & Western
1265,2,3,85,1,1.0,1.0,1.0,1,Entire home/apt,Entire serviced apartment,regular,1,1,1,1,1,0,1,North
1266,2,32,180,113,8.0,5.0,2.0,2,Shared room,hostel,regular,1,1,16,1,1,0,0,Yau Tsim Mong
1267,2,32,129,162,18.0,1.0,2.0,2,Hotel room,hostel,regular,1,1,16,1,1,0,1,Yau Tsim Mong
1268,2,1,90,182,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,1,1,3,1,1,1,0,Yau Tsim Mong
1269,2,1,50,163,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,1,1,9,1,1,1,0,Central & Western
1270,2,3,90,46,1.0,2.0,1.0,30,Entire home/apt,Entire apartment,regular,1,1,4,1,1,1,0,Yau Tsim Mong
1272,2,1,0,24,1.0,1.0,1.0,30,Entire home/apt,Entire apartment,regular,1,1,6,1,1,0,0,Central & Western
1274,2,1,84,197,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,1,1,3,1,1,0,0,Yau Tsim Mong
1280,2,1,90,176,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,1,1,3,1,1,0,0,Yau Tsim Mong
1281,2,1,0,0,1.5,1.0,2.0,1,Private room,apartment,regular,1,1,1,1,1,0,0,Yuen Long
1283,2,2,49,58,1.0,1.0,1.0,2,Entire home/apt,Entire apartment,regular,1,1,8,1,0,0,0,Central & Western
1284,2,74,42,0,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,1,1,0,1,1,0,0,North
1285,2,1,65,100,1.5,1.0,1.0,1,Private room,apartment,regular,1,1,4,1,1,0,0,Yuen Long
1286,2,1,86,242,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,1,1,3,1,1,0,0,Yau Tsim Mong
1288,2,266,90,2,1.0,1.0,1.0,30,Entire home/apt,Entire apartment,regular,1,1,8,1,0,1,0,Central & Western
1291,2,1,82,66,1.0,1.0,1.0,29,Entire home/apt,Entire apartment,regular,1,1,2,1,0,0,0,Sham Shui Po
1292,2,1,0,4,1.5,1.0,1.0,7,Entire home/apt,Entire apartment,regular,1,1,4,1,1,0,0,Central & Western
1293,2,1,78,69,1.0,1.0,1.0,2,Entire home/apt,Entire apartment,regular,1,1,5,1,1,1,0,Islands
1294,2,14,1,321,5.5,6.0,2.0,4,Hotel room,hostel,regular,1,1,18,1,1,1,0,Yau Tsim Mong
1295,2,1,76,36,1.0,1.0,1.0,28,Entire home/apt,Entire apartment,regular,1,1,6,1,1,1,0,Yau Tsim Mong
1296,2,6,0,0,1.0,3.0,2.0,10,Entire home/apt,Entire apartment,regular,1,1,7,1,1,0,0,Central & Western
1297,2,16,88,2,6.0,4.0,2.0,35,Private room,apartment,regular,1,1,2,1,0,0,0,Yau Tsim Mong
1299,2,46,78,0,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,1,1,1,1,1,0,1,Yuen Long
1300,2,35,90,0,1.0,1.0,1.0,1,Entire home/apt,Entire condominium,regular,1,1,3,1,1,0,0,Yau Tsim Mong
1301,2,35,90,1,1.0,2.0,1.0,1,Private room,condominium,regular,1,1,3,1,1,0,0,Yau Tsim Mong
1302,2,35,90,0,1.5,1.0,1.0,1,Hotel room,serviced apartment,regular,1,1,3,1,1,0,0,Yau Tsim Mong
1303,2,2,0,51,1.0,2.0,2.0,1,Entire home/apt,Entire apartment,regular,1,1,10,1,1,1,0,Central & Western
1304,2,4,15,118,1.0,1.0,1.0,3,Entire home/apt,Entire apartment,regular,1,1,8,1,1,0,1,Central & Western
1310,2,12,75,5,1.0,1.0,1.0,14,Hotel room,hotel,regular,1,1,2,1,1,0,0,Yau Tsim Mong
1311,2,24,180,140,4.0,2.0,2.0,2,Hotel room,hostel,regular,1,1,4,1,1,0,1,Yau Tsim Mong
1313,2,13,0,18,1.5,1.0,1.0,3,Hotel room,serviced apartment,regular,1,1,5,1,1,0,0,Yau Tsim Mong
1314,2,24,90,115,1.0,1.0,1.0,1,Private room,apartment,regular,1,1,5,1,1,0,0,Yau Tsim Mong
1315,2,24,87,122,1.0,1.0,1.0,1,Private room,apartment,regular,1,1,5,1,1,0,1,Yau Tsim Mong
1316,2,1,3,77,1.0,4.0,2.0,1,Entire home/apt,Entire house,regular,1,1,4,1,1,1,0,Yau Tsim Mong
1317,2,4,84,0,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,1,1,1,1,1,1,1,North
1318,2,4,82,1,1.0,1.0,1.0,1,Entire home/apt,Entire condominium,regular,1,1,1,1,1,1,1,North
1319,2,12,0,14,1.0,1.0,1.0,30,Private room,hotel,regular,1,1,3,1,0,0,0,Yau Tsim Mong
1320,2,15,90,153,1.5,0.0,1.0,1,Private room,serviced apartment,regular,1,1,5,1,1,0,1,Yau Tsim Mong
1321,2,15,90,156,1.5,0.0,1.0,1,Private room,aparthotel,regular,1,1,5,1,1,0,1,Yau Tsim Mong
1322,2,8,86,28,1.0,1.0,1.0,1,Entire home/apt,Entire serviced apartment,regular,1,1,3,1,1,0,0,Yuen Long
1323,2,8,84,62,1.0,1.0,1.0,1,Entire home/apt,Entire apartment,regular,1,1,3,1,1,0,1,Yuen Long
1324,2,8,87,96,1.0,1.0,1.0,1,Entire home/apt,Entire serviced apartment,regular,1,1,3,1,1,0,1,Yuen Long
1325,2,2,0,0,1.0,1.0,1.0,1,Entire home/apt,Entire loft,regular,1,1,0,1,1,1,0,North
1326,2,0,89,1,1.0,1.0,1.0,30,Entire home/apt,Entire apartment,regular,1,1,2,1,0,0,1,Central & Western
1328,2,1,83,3,1.0,2.0,1.0,5,Entire home/apt,Entire apartment,regular,1,1,6,1,0,0,0,Central & Western
1329,2,3,81,1,1.0,1.0,1.0,2,Entire home/apt,Entire apartment,regular,1,1,8,1,0,0,0,Islands
1330,2,1,90,6,1.0,1.0,1.0,1,Hotel room,boutique hotel,regular,1,1,3,1,0,0,1,Central & Western
1332,2,4,0,2,1.0,1.0,1.0,2,Entire home/apt,Entire guest suite,regular,1,1,4,1,1,0,0,Kowloon City
1333,2,9,90,24,1.0,1.0,1.0,1,Private room,house,regular,1,1,7,1,1,0,0,Yau Tsim Mong
1334,2,3,89,0,2.5,2.0,1.0,29,Private room,house,regular,1,1,7,1,1,0,0,Tsuen Wan
1335,2,4,88,0,1.5,1.0,1.0,28,Entire home/apt,Entire guest suite,regular,1,1,7,1,1,0,0,Yau Tsim Mong
1336,2,2,87,6,1.0,1.0,1.0,14,Private room,guest suite,regular,1,1,6,1,1,0,0,Wan Chai
1338,2,1,65,0,1.0,1.0,1.0,1,Entire home/apt,Entire serviced apartment,regular,1,1,1,1,1,0,0,Yuen Long
1339,2,3,4,50,1.0,1.0,1.0,3,Entire home/apt,Entire apartment,regular,1,1,5,1,1,0,1,Central & Western
1340,2,1,89,0,1.0,1.0,1.0,1,Private room,apartment,shared,0,0,1,1,0,0,0,North
1341,2,4,89,0,1.0,0.0,1.0,1,Private room,apartment,shared,0,0,1,1,0,0,0,North
1343,2,1,89,0,1.0,2.0,1.0,1,Shared room,apartment,shared,0,0,4,1,0,0,1,Kowloon City
1345,2,0,88,0,1.0,0.0,1.0,1,Private room,tiny house,shared,0,0,4,1,1,0,1,Islands
1346,2,2,0,0,1.0,2.0,1.0,10,Shared room,apartment,shared,0,0,2,1,1,0,0,Sha Tin
1348,2,2,87,0,1.0,1.0,1.0,4,Private room,apartment,shared,0,0,3,1,1,0,1,Wan Chai
1349,2,2,89,0,1.0,1.0,1.0,3,Shared room,bed and breakfast,shared,0,0,3,1,1,0,1,Wan Chai
1352,2,14,89,2,1.0,2.0,1.0,3,Private room,apartment,shared,0,0,2,1,1,0,0,Yau Tsim Mong
1353,2,0,90,0,1.0,2.0,1.0,1,Private room,apartment,shared,0,0,1,1,1,0,1,Yau Tsim Mong
1354,2,1,89,18,1.0,1.0,1.0,2,Private room,apartment,shared,0,0,3,1,0,0,1,Islands
1355,2,1,89,15,1.0,1.0,1.0,1,Private room,apartment,shared,0,0,2,1,0,0,1,North
1357,2,0,90,0,1.0,1.0,1.0,1,Private room,apartment,shared,0,0,2,1,0,0,0,Wan Chai
1358,2,2,179,2,4.0,2.0,2.0,33,Private room,apartment,shared,0,0,6,1,0,0,0,Yau Tsim Mong
1359,2,5,21,181,1.0,0.0,1.0,1,Private room,apartment,shared,0,0,5,1,0,0,1,Yau Tsim Mong
1360,2,15,68,68,1.0,1.0,1.0,1,Private room,apartment,shared,0,0,2,1,1,0,1,Yau Tsim Mong
1361,2,1,90,1,1.0,2.0,1.0,1,Private room,hostel,shared,0,0,1,1,1,0,1,Sham Shui Po
1362,2,2,86,5,1.0,1.0,1.0,3,Private room,apartment,shared,0,0,4,1,1,0,0,Eastern
1363,2,2,66,4,1.0,1.0,1.0,1,Private room,apartment,shared,0,0,1,1,1,0,0,North
1364,2,2,90,0,2.0,2.0,2.0,1,Private room,apartment,shared,0,0,6,1,1,0,0,Wan Chai
1365,2,14,172,0,3.0,2.0,2.0,61,Private room,apartment,shared,0,0,2,1,1,0,0,Central & Western
1366,2,14,180,0,2.0,2.0,2.0,56,Private room,apartment,shared,0,0,2,1,1,0,0,Wan Chai
1367,2,12,148,2,2.0,2.0,2.0,31,Private room,condominium,shared,0,0,10,1,1,0,0,Sham Shui Po
1368,2,0,90,0,1.0,1.0,1.0,2,Private room,apartment,shared,0,0,2,1,0,0,0,Eastern
1369,2,1,81,21,1.0,1.0,1.0,4,Private room,apartment,shared,0,0,7,1,1,0,1,Islands
1370,2,1,85,10,1.0,1.0,1.0,1,Private room,apartment,shared,0,0,5,1,1,0,0,Southern
1371,2,10,162,0,2.0,2.0,2.0,4,Shared room,condominium,shared,0,0,8,1,1,0,0,Wan Chai
1372,2,16,0,2,1.0,1.0,1.0,1,Private room,apartment,shared,0,0,3,1,0,0,0,Central & Western
1373,2,16,90,1,1.0,1.0,1.0,1,Private room,apartment,shared,0,0,3,1,0,0,1,Central & Western
1374,2,0,80,0,1.0,1.0,1.0,2,Private room,apartment,shared,0,0,5,1,0,0,1,Central & Western
1375,2,2,0,10,1.0,1.0,1.0,1,Private room,condominium,shared,0,0,3,1,0,0,0,Sai Kung
1376,2,1,89,1,1.0,1.0,1.0,1,Private room,apartment,shared,0,0,3,1,0,0,0,Islands
1377,2,1,0,1,1.0,1.0,1.0,1,Private room,guesthouse,shared,0,0,2,1,0,0,0,Kwun Tong
1378,2,2,0,2,2.0,2.0,2.0,3,Shared room,apartment,shared,0,0,6,1,0,0,0,Sha Tin
1379,2,2,83,0,1.0,0.0,1.0,2,Private room,apartment,shared,0,0,5,1,0,0,0,Sham Shui Po
1380,2,5,0,5,1.0,1.0,1.0,2,Private room,apartment,shared,0,0,4,1,0,0,0,Wan Chai
1381,2,1,0,0,1.0,1.0,1.0,99,Shared room,apartment,shared,0,0,5,1,0,0,0,Wan Chai
1382,2,1,87,0,1.0,1.0,1.0,28,Shared room,apartment,shared,0,0,3,1,0,0,0,Yau Tsim Mong
1383,2,1,88,0,1.0,1.0,1.0,60,Private room,apartment,shared,0,0,6,1,0,0,1,Central & Western
1384,2,1,90,0,1.0,1.0,1.0,1,Shared room,apartment,shared,0,0,6,1,0,0,1,Central & Western
1385,2,1,89,0,1.0,2.0,1.0,1,Private room,apartment,shared,0,0,4,1,0,0,1,Wan Chai
1386,2,54,179,13,2.0,2.0,2.0,2,Shared room,boutique hotel,shared,0,0,10,1,1,0,0,Eastern
1388,2,54,180,3,2.0,2.0,2.0,2,Shared room,hostel,shared,0,0,10,1,1,0,0,Yau Tsim Mong
1389,2,2,0,26,1.0,1.0,1.0,1,Private room,apartment,shared,0,0,5,1,1,0,0,Yau Tsim Mong
1390,2,4,90,2,1.0,1.0,1.0,1,Private room,house,shared,0,0,4,1,1,0,0,North
1391,2,4,90,0,2.0,1.0,1.0,1,Shared room,apartment,shared,0,0,4,1,1,0,0,North
1392,2,5,178,18,2.0,2.0,2.0,3,Private room,apartment,shared,0,0,8,1,1,0,0,Wan Chai
1393,2,2,180,0,2.0,3.0,4.0,208,Private room,apartment,shared,0,0,5,1,1,0,1,Central & Western
1394,2,1,90,0,1.0,1.0,1.0,2,Shared room,apartment,shared,0,0,3,1,1,0,1,Yuen Long
1395,2,0,90,0,1.0,2.0,2.0,1,Private room,condominium,shared,0,1,5,1,0,0,1,Kwai Tsing
1396,2,1,90,3,2.0,1.0,6.0,1,Private room,guesthouse,shared,0,1,1,1,0,0,0,Sai Kung
1397,2,1,88,16,1.0,2.0,1.0,1,Private room,apartment,shared,0,1,4,1,1,0,0,North
1398,2,3,0,1,1.0,1.0,1.0,28,Private room,apartment,shared,0,1,3,1,1,0,0,Sha Tin
1400,2,5,90,194,1.0,0.0,1.0,1,Private room,apartment,shared,0,1,5,1,0,0,0,Yau Tsim Mong
1401,2,2,87,44,1.0,0.0,1.0,28,Private room,apartment,shared,0,1,2,1,0,1,1,Wan Chai
1402,2,2,0,33,1.0,1.0,1.0,2,Private room,apartment,shared,0,1,4,1,1,0,0,Eastern
1403,2,3,62,7,1.0,1.0,1.0,1,Private room,apartment,shared,0,1,3,1,0,0,0,Sai Kung
1404,2,8,91,9,2.0,2.0,2.0,6,Private room,apartment,shared,0,1,10,1,0,1,0,Central & Western
1405,2,36,180,1,2.0,2.0,2.0,56,Private room,hostel,shared,0,1,2,1,1,0,1,Wan Chai
1406,2,1,0,27,1.0,1.0,1.0,1,Private room,apartment,shared,0,1,2,1,0,0,1,Islands
1407,2,3,90,3,2.0,0.0,1.0,1,Private room,house,shared,0,1,4,1,0,0,0,Sai Kung
1408,2,16,90,2,1.0,1.0,1.0,1,Private room,apartment,shared,0,1,3,1,0,0,1,Central & Western
1409,2,2,90,0,1.0,1.0,1.0,28,Private room,guest suite,shared,0,1,3,1,0,0,1,Yau Tsim Mong
1410,2,1,51,1,1.0,1.0,1.0,1,Private room,condominium,shared,0,1,1,1,0,0,0,Central & Western
1411,2,1,89,3,1.0,1.0,1.0,1,Private room,villa,shared,0,1,4,1,0,0,0,Yuen Long
1412,2,2,0,0,1.0,0.0,1.0,7,Private room,apartment,shared,0,1,5,1,0,0,0,Central & Western
1413,2,1,0,1,1.0,1.0,1.0,5,Private room,apartment,shared,0,1,4,1,0,0,1,Central & Western
1414,2,0,89,0,1.0,1.0,1.0,1,Private room,apartment,shared,0,1,5,1,1,0,0,Sham Shui Po
1415,2,1,0,1,1.0,1.0,1.0,2,Private room,apartment,shared,0,1,6,1,1,0,0,Wan Chai
1416,2,2,175,11,2.0,2.0,2.0,4,Private room,apartment,shared,0,1,11,1,1,0,0,Central & Western
1417,2,2,89,8,1.0,1.0,1.0,30,Private room,apartment,shared,0,1,6,1,1,0,0,Kowloon City
1420,2,1,0,3,1.0,1.0,1.0,1,Private room,condominium,shared,1,0,3,1,1,0,0,Wan Chai
